Cultivar,Culture,Location,Pflanzen/Parzelle,mean_Knollenmasse_kgFW,median_Knollenmasse_kgFW,cv_Knollenmasse_kgFW,mean_Staerkegehalt_g/kg,median_Staerkegehalt_g/kg,cv_Staerkegehalt_g/kg,mean_Staerkeertrag_g/plant,median_Staerkeertrag_g/plant,cv_Staerkeertrag_g/plant,mean_Staerkeertrag_kg/ha,median_Staerkeertrag_kg/ha,cv_Staerkeertrag_kg/ha,Dev_Staerkeertrag_median_plant,Dev_Staerkeertrag_median_ha
2878,47111,5540,16,27.7,27.7,0.0108303249097,191.5,191.5,0.0391644908616,331.675,331.675,0.0499736187533,14741.1111111,14741.1111111,0.0499736187533,23.2125,1031.66666667
2878,47112,5542,20,41.75,41.75,0.0299401197605,177.0,177.0,0.0338983050847,369.8625,369.8625,0.0637736996857,16438.3333333,16438.3333333,0.0637736996857,-21.1075,-938.111111111
2878,47114,5543,16,22.6,22.6,0.12389380531,171.5,171.5,0.0379008746356,243.38125,243.38125,0.161038494132,9833.58585859,9833.58585859,0.161038494132,-30.428125,-1229.41919192
2878,47115,5539,20,29.3,29.3,0.0580204778157,182.5,182.5,0.0301369863014,266.895,266.895,0.0279323329399,11862.0,11862.0,0.0279323329399,-13.945,-619.777777778
2878,47117,5545,20,42.1,42.1,0.0166270783848,185.0,185.0,0.0378378378378,389.18,389.18,0.021224112236,15724.4444444,15724.4444444,0.021224112236,-36.53875,-1476.31313131
2879,47107,5544,20,34.2,34.2,0.0350877192982,240.0,240.0,0.025,410.04,410.04,0.0100965759438,16567.2727273,16567.2727273,0.0100965759438,-96.4825,-3898.28282828
2879,47109,5541,16,17.5,17.5,0.0857142857143,196.5,196.5,0.00254452926209,214.96875,214.96875,0.0882395697049,9554.16666667,9554.16666667,0.0882395697049,27.175,1207.77777778
2879,47110,5546,20,28.35,28.35,0.0687830687831,191.0,191.0,0.0471204188482,271.62,271.62,0.115529047935,9054.0,9054.0,0.115529047935,-23.295,-776.5
2879,47111,5540,16,31.2,31.2,0.0737179487179,198.0,198.0,0.0252525252525,386.81875,386.81875,0.0987865764004,17191.9444444,17191.9444444,0.0987865764004,-31.93125,-1419.16666667
2879,47112,5542,20,37.7,37.7,0.0318302387268,197.5,197.5,0.0278481012658,371.9575,371.9575,0.00398567040589,16531.4444444,16531.4444444,0.00398567040589,-23.2025,-1031.22222222
2879,47114,5543,16,28.75,28.75,0.00869565217391,161.5,161.5,0.0402476780186,290.296875,290.296875,0.0489262070079,11729.1666667,11729.1666667,0.0489262070079,-77.34375,-3125.0
2879,47115,5539,20,29.4,29.4,0.0,182.5,182.5,0.0191780821918,268.275,268.275,0.0191780821918,11923.3333333,11923.3333333,0.0191780821918,-15.325,-681.111111111
2879,47117,5545,20,41.6,41.6,0.00240384615385,200.5,200.5,0.0274314214464,417.0675,417.0675,0.029833300365,16851.2121212,16851.2121212,0.029833300365,-64.42625,-2603.08080808
2880,47107,5544,20,35.3,35.3,0.0198300283286,246.5,246.5,0.0385395537525,435.405,435.405,0.0583250077514,17592.1212121,17592.1212121,0.0583250077514,-121.8475,-4923.13131313
2880,47109,5541,16,20.55,20.55,0.0121654501217,209.0,209.0,0.00478468899522,268.45,268.45,0.0169491525424,11931.1111111,11931.1111111,0.0169491525424,-26.30625,-1169.16666667
2880,47110,5546,20,38.3,38.3,0.0443864229765,176.0,176.0,0.0738636363636,335.935,335.935,0.0295741735752,11197.8333333,11197.8333333,0.0295741735752,-87.61,-2920.33333333
2880,47111,5540,16,32.4,32.4,0.0277777777778,201.0,201.0,0.0547263681592,406.40625,406.40625,0.0269896193772,18062.5,18062.5,0.0269896193772,-51.51875,-2289.72222222
2880,47112,5542,20,44.0,44.0,0.111363636364,197.0,197.0,0.00507614213198,433.155,433.155,0.106347612287,19251.3333333,19251.3333333,0.106347612287,-84.4,-3751.11111111
2880,47114,5543,16,19.7,19.7,0.0812182741117,180.0,180.0,0.0111111111111,221.425,221.425,0.0701704866208,8946.46464646,8946.46464646,0.0701704866208,-8.471875,-342.297979798
2880,47115,5539,20,32.25,32.25,0.11007751938,198.5,198.5,0.0377833753149,321.4125,321.4125,0.147248473535,14285.0,14285.0,0.147248473535,-68.4625,-3042.77777778
2880,47117,5545,20,38.3,38.3,0.0939947780679,226.0,226.0,0.106194690265,428.47,428.47,0.0123229164236,17311.9191919,17311.9191919,0.0123229164236,-75.82875,-3063.78787879
2881,47107,5544,20,26.3,26.3,0.0456273764259,229.5,229.5,0.0152505446623,301.5825,301.5825,0.0303979839679,12185.1515152,12185.1515152,0.0303979839679,11.975,483.838383838
2881,47109,5541,16,23.3,23.3,0.0171673819742,184.5,184.5,0.0243902439024,268.790625,268.790625,0.0415402322905,11946.25,11946.25,0.0415402322905,-26.646875,-1184.30555556
2881,47110,5546,20,34.75,34.75,0.0474820143885,190.5,190.5,0.00262467191601,331.035,331.035,0.0501004425514,11034.5,11034.5,0.0501004425514,-82.71,-2757.0
2881,47111,5540,16,31.2,31.2,0.0833333333333,199.0,199.0,0.0100502512563,388.375,388.375,0.0933054393305,17261.1111111,17261.1111111,0.0933054393305,-33.4875,-1488.33333333
2881,47112,5542,20,45.4,45.4,0.0308370044053,184.0,184.0,0.0108695652174,417.54,417.54,0.0199741342147,18557.3333333,18557.3333333,0.0199741342147,-68.785,-3057.11111111
2881,47114,5543,16,19.85,19.85,0.113350125945,180.5,180.5,0.0138504155125,224.284375,224.284375,0.127001156456,9061.99494949,9061.99494949,0.127001156456,-11.33125,-457.828282828
2881,47115,5539,20,26.5,26.5,0.11320754717,181.0,181.0,0.0497237569061,238.475,238.475,0.0638431701436,10598.8888889,10598.8888889,0.0638431701436,14.475,643.333333333
2881,47117,5545,20,44.25,44.25,0.0169491525424,201.0,201.0,0.00995024875622,444.6375,444.6375,0.00700008433837,17965.1515152,17965.1515152,0.00700008433837,-91.99625,-3717.02020202
2882,47107,5544,20,25.9,25.9,0.042471042471,242.5,242.5,0.0103092783505,313.9,313.9,0.0321758521822,12682.8282828,12682.8282828,0.0321758521822,-0.3425,-13.8383838384
2882,47109,5541,16,17.15,17.15,0.0728862973761,210.5,210.5,0.0261282660333,225.2,225.2,0.0468472468917,10008.8888889,10008.8888889,0.0468472468917,16.94375,753.055555556
2882,47110,5546,20,24.8,24.8,0.0362903225806,181.5,181.5,0.00275482093664,225.0825,225.0825,0.0390412404341,7502.75,7502.75,0.0390412404341,23.2425,774.75
2882,47111,5540,16,23.2,23.2,0.0301724137931,206.5,206.5,0.0411622276029,299.796875,299.796875,0.0712461562516,13324.3055556,13324.3055556,0.0712461562516,55.090625,2448.47222222
2882,47112,5542,20,31.5,31.5,0.031746031746,192.0,192.0,0.0885416666667,301.55,301.55,0.0569557287349,13402.2222222,13402.2222222,0.0569557287349,47.205,2098.0
2882,47114,5543,16,18.8,18.8,0.11170212766,161.5,161.5,0.0216718266254,190.221875,190.221875,0.133051863777,7685.73232323,7685.73232323,0.133051863777,22.73125,918.434343434
2882,47115,5539,20,26.55,26.55,0.0320150659134,202.5,202.5,0.041975308642,269.18,269.18,0.073891076603,11963.5555556,11963.5555556,0.073891076603,-16.23,-721.333333333
2882,47117,5545,20,31.4,31.4,0.031847133758,195.5,195.5,0.0383631713555,306.56,306.56,0.00652400835073,12386.2626263,12386.2626263,0.00652400835073,46.08125,1861.86868687
