Cultivar,Culture,Location,Pflanzen/Parzelle,mean_Knollenmasse_kgFW,median_Knollenmasse_kgFW,cv_Knollenmasse_kgFW,mean_Staerkegehalt_g/kg,median_Staerkegehalt_g/kg,cv_Staerkegehalt_g/kg,mean_Staerkeertrag_g/plant,median_Staerkeertrag_g/plant,cv_Staerkeertrag_g/plant,mean_Staerkeertrag_kg/ha,median_Staerkeertrag_kg/ha,cv_Staerkeertrag_kg/ha,Dev_Staerkeertrag_median_plant,Dev_Staerkeertrag_median_ha
2860,56880,5546,20,28.675,28.675,0.211857018309,187.0,187.0,0.0695187165775,272.06,272.06,0.277291773873,9068.66666667,9068.66666667,0.277291773873,-0.32,-10.6666666667
2860,56881,5540,16,26.1,26.1,0.0191570881226,188.0,188.0,0.0531914893617,306.3625,306.3625,0.0340691174671,13616.1111111,13616.1111111,0.0340691174671,-33.278125,-1479.02777778
2860,56882,5542,20,22.2,22.2,0.036036036036,225.5,225.5,0.0376940133038,249.965,249.965,0.00166023243254,11109.5555556,11109.5555556,0.00166023243254,-8.83,-392.444444444
2860,56883,5543,16,16.1,16.1,0.0807453416149,176.5,176.5,0.0198300283286,177.8875,177.8875,0.100414587872,7187.37373737,7187.37373737,0.100414587872,25.65625,1036.61616162
2860,56884,5539,20,31.75,31.75,0.11811023622,202.0,202.0,0.00990099009901,320.3,320.3,0.108335935061,14235.5555556,14235.5555556,0.108335935061,-25.9125,-1151.66666667
2861,56876,5545,20,40.7,40.7,0.002457002457,209.0,209.0,0.0334928229665,425.35,425.35,0.0359468672858,17185.8585859,17185.8585859,0.0359468672858,-119.2625,-4818.68686869
2861,56877,5519,31,56.75,56.75,0.0678414096916,221.916899612,221.916899612,0.0283701075358,405.469199958,405.469199958,0.0395474178089,16382.5939377,16382.5939377,0.0395474178089,-86.1787824504,-3481.9710081
2861,56878,5544,20,31.8,31.8,0.00943396226415,233.0,233.0,0.00858369098712,370.44,370.44,0.000850340136054,14967.2727273,14967.2727273,0.000850340136054,-33.395,-1349.29292929
2861,56879,5541,12,16.15,16.15,0.151702786378,211.5,211.5,0.0260047281324,283.520833333,283.520833333,0.126195899772,12600.9259259,12600.9259259,0.126195899772,-39.4416666667,-1752.96296296
2861,56880,5546,20,35.25,35.25,0.100709219858,218.0,218.0,0.0229357798165,383.3375,383.3375,0.0779535005054,12777.9166667,12777.9166667,0.0779535005054,-111.5975,-3719.91666667
2861,56881,5540,16,23.65,23.65,0.0697674418605,201.0,201.0,0.00995024875622,297.309375,297.309375,0.0796623887155,13213.75,13213.75,0.0796623887155,-24.225,-1076.66666667
2861,56882,5542,20,24.95,24.95,0.062124248497,217.5,217.5,0.0252873563218,270.905,270.905,0.036894852439,12040.2222222,12040.2222222,0.036894852439,-29.77,-1323.11111111
2861,56883,5543,16,23.4,23.4,0.025641025641,206.0,206.0,0.0339805825243,301.5375,301.5375,0.0595697052605,12183.3333333,12183.3333333,0.0595697052605,-97.99375,-3959.34343434
2861,56884,5539,20,32.0,32.0,0.0125,216.0,216.0,0.0324074074074,345.74,345.74,0.0448892231156,15366.2222222,15366.2222222,0.0448892231156,-51.3525,-2282.33333333
2862,56876,5545,20,24.45,24.45,0.0184049079755,227.0,227.0,0.00440528634361,277.53,277.53,0.0228083450438,11213.3333333,11213.3333333,0.0228083450438,28.5575,1153.83838384
2862,56877,5519,31,41.025,41.025,0.0286410725168,205.847978194,205.847978194,0.000279909579416,272.4143743,272.4143743,0.0283613903081,11006.6413859,11006.6413859,0.0283613903081,46.876043208,1893.98154376
2862,56878,5544,20,25.65,25.65,0.0331384015595,232.5,232.5,0.010752688172,298.2875,298.2875,0.0438754557264,12052.020202,12052.020202,0.0438754557264,38.7575,1565.95959596
2862,56879,5541,12,12.6,12.6,0.00793650793651,233.0,233.0,0.00429184549356,244.641666667,244.641666667,0.00364478659264,10872.962963,10872.962963,0.00364478659264,-0.5625,-25.0
2862,56880,5546,20,23.825,23.825,0.0409233997901,188.5,188.5,0.0822281167109,223.795,223.795,0.0414441788244,7459.83333333,7459.83333333,0.0414441788244,47.945,1598.16666667
2862,56881,5540,16,16.05,16.05,0.127725856698,209.0,209.0,0.0717703349282,211.575,211.575,0.197684036394,9403.33333333,9403.33333333,0.197684036394,61.509375,2733.75
2862,56882,5542,20,18.6,18.6,0.0430107526882,224.0,224.0,0.0,208.32,208.32,0.0430107526882,9258.66666667,9258.66666667,0.0430107526882,32.815,1458.44444444
2862,56883,5543,16,11.5,11.5,0.0434782608696,190.5,190.5,0.11811023622,137.625,137.625,0.160762942779,5560.60606061,5560.60606061,0.160762942779,65.91875,2663.38383838
2862,56884,5539,20,26.0,26.0,0.0115384615385,219.5,219.5,0.00683371298405,285.3725,285.3725,0.018370725981,12683.2222222,12683.2222222,0.018370725981,9.015,400.666666667
2863,56876,5545,20,36.475,36.475,0.0884167237834,223.0,223.0,0.0403587443946,405.245,405.245,0.0482300830362,16373.5353535,16373.5353535,0.0482300830362,-99.1575,-4006.36363636
2863,56877,5519,31,47.9,47.9,0.125260960334,231.088677688,231.088677688,0.0013925227459,357.131562539,357.131562539,0.126631394926,14429.5580824,14429.5580824,0.126631394926,-37.8411450308,-1528.93515276
2863,56878,5544,20,32.5,32.5,0.0246153846154,215.5,215.5,0.00232018561485,350.2075,350.2075,0.0269340319668,14149.7979798,14149.7979798,0.0269340319668,-13.1625,-531.818181818
2863,56879,5541,12,16.0,16.0,0.0125,227.0,227.0,0.00440528634361,302.65,302.65,0.00809515942508,13451.1111111,13451.1111111,0.00809515942508,-58.5708333333,-2603.14814815
2863,56880,5546,20,28.725,28.725,0.0478677110531,231.0,231.0,0.00865800865801,331.63625,331.63625,0.0392259591646,11054.5416667,11054.5416667,0.0392259591646,-59.89625,-1996.54166667
2863,56881,5540,16,21.45,21.45,0.039627039627,213.5,213.5,0.00702576112412,286.14375,286.14375,0.0326103575563,12717.5,12717.5,0.0326103575563,-13.059375,-580.416666667
2863,56882,5542,20,20.4,20.4,0.0294117647059,250.5,250.5,0.00998003992016,255.435,255.435,0.019437430266,11352.6666667,11352.6666667,0.019437430266,-14.3,-635.555555556
2863,56883,5543,16,20.7,20.7,0.0144927536232,213.5,213.5,0.00702576112412,276.1875,276.1875,0.00746775288527,11159.0909091,11159.0909091,0.00746775288527,-72.64375,-2935.1010101
2863,56884,5539,20,27.6,27.6,0.144927536232,225.0,225.0,0.00444444444444,310.7,310.7,0.149275828774,13808.8888889,13808.8888889,0.149275828774,-16.3125,-725.0
2864,56876,5545,20,38.375,38.375,0.042345276873,205.0,205.0,0.00487804878049,393.2625,393.2625,0.0374749690092,15889.3939394,15889.3939394,0.0374749690092,-87.175,-3522.22222222
2864,56877,5519,31,52.325,52.325,0.0463449593884,210.324992743,210.324992743,0.00277941918778,355.053963065,355.053963065,0.0491180515783,14345.6146693,14345.6146693,0.0491180515783,-35.7635455569,-1444.99173967
2864,56878,5544,20,34.65,34.65,0.0562770562771,212.0,212.0,0.0377358490566,368.07,368.07,0.0938136767463,14871.5151515,14871.5151515,0.0938136767463,-31.025,-1253.53535354
2864,56879,5541,12,16.0,16.0,0.08125,223.0,223.0,0.0224215246637,296.791666667,296.791666667,0.0589358416398,13190.7407407,13190.7407407,0.0589358416398,-52.7125,-2342.77777778
2864,56880,5546,20,30.6,30.6,0.0375816993464,202.0,202.0,0.0247524752475,309.3475,309.3475,0.0622762427367,10311.5833333,10311.5833333,0.0622762427367,-37.6075,-1253.58333333
2864,56881,5540,16,20.5,20.5,0.0878048780488,209.0,209.0,0.0191387559809,267.33125,267.33125,0.0687817080869,11881.3888889,11881.3888889,0.0687817080869,5.753125,255.694444444
2864,56882,5542,20,24.7,24.7,0.0526315789474,228.5,228.5,0.00218818380744,282.165,282.165,0.0504492052522,12540.6666667,12540.6666667,0.0504492052522,-41.03,-1823.55555556
2864,56883,5543,16,15.0,15.0,0.1,180.5,180.5,0.00277008310249,169.265625,169.265625,0.102741622819,6839.01515152,6839.01515152,0.102741622819,34.278125,1384.97474747
