culture,cultivar,aliquot,sample,C6,C6_log,Glu,Glu_log,Fru,Fru_log,Sac,Sac_log,treatment
48656,382,1106082,869276,112.275332294,4.72095417861315,2.08073819042,0.732722729991772,2.47087660113,0.904572986920961,9.16825265155,2.21574671757151,169
48656,382,1105826,869212,1.20726163757,0.188354685459987,0.476835835305,-0.740583008116874,0.953671670611,-0.0474358275558806,6.93579396808,1.93669553431963,170
48656,382,1105966,869247,7.10401941575,1.96066073875905,1.05550960179,0.0540236851762781,1.84714180314,0.613639473115761,8.57601551458,2.14896941339631,170
48656,2674,1106094,869279,20.765856413,3.03331011933362,3.72816093591,1.31591506539532,4.10516597437,1.41224617433307,9.59268375644,2.26100069921715,169
48656,2674,1105838,869215,2.4046680781,0.877411880768984,0.777092018056,-0.252196508269956,2.15858893904,0.769454739259966,9.00131587582,2.19737077507325,170
48656,2675,1105850,869218,19.1471695718,2.95215490166354,2.51205787781,0.921102288869982,3.7460512213,1.32070227752692,14.6757065493,2.68619351101512,169
48656,2673,1105978,869250,7.33472050327,1.99261930633861,3.6531300358,1.29558434416836,5.86199935977,1.7684907330717,10.3222162639,2.3342984912509,169
48656,382,1106106,869282,18.0047778149,2.89063715683586,2.04585798865,0.715817255858526,2.70053254502,0.993448992457546,9.28819526847,2.22874426791167,170
48656,2674,1105862,869221,1.38080549797,0.322667023067083,4.75142526231,1.55844462826214,4.79274200372,1.56710269100497,8.90375777416,2.18647340944328,170
48656,2673,1105990,869253,98.9567822446,4.59468321183812,1.17281854881,0.159409867859083,1.78094668523,0.577145068559062,8.96989001221,2.19387341425751,169
48656,382,1105874,869224,25.3147674628,3.2313879196321,3.22270583009,1.17022132658894,3.71850672703,1.31332217023044,9.68877586097,2.2709680877851,169
48656,382,1106002,869256,215.621816169,5.37352602208357,0.899266404161,-0.106175954525526,1.3703107111,0.31503751054897,8.56444194439,2.14761897429903,170
48656,2673,1105886,869227,474.396982675,6.16204448736607,3.06458824022,1.1199132178577,3.7030441236,1.30915521749646,10.0663210946,2.30919530677249,169
48656,2675,1106014,869259,130.616350568,4.87226440477935,1.18889724123,0.173026189440608,1.63985826377,0.494609813570804,9.40868678838,2.24163338895743,170
48656,2674,1106118,869285,31.4532559702,3.44850250625198,4.69127419525,1.54570422898111,5.42971550376,1.6918867391589,12.2711570385,2.50725155244329,170
48656,2675,1105898,869230,5.35585162849,1.67818972552028,6.68906611941,1.90047427088485,7.60881271083,2.02930714272796,12.4165789842,2.51903259445736,169
48656,382,1106026,869262,335.075467507,5.81435578259451,0.837352625938,-0.177509999796535,1.14585096181,0.136147559058598,7.86670756473,2.0626396222563,170
48656,2673,1106130,869288,30.5,3.41772668361337,1.7664379546,0.568965063848964,2.45577959542,0.898444264979405,8.59522858396,2.15120723347361,169
48656,2675,1105770,869198,2.4496618675,0.895950001766623,2.28693747056,0.827213573416319,2.85867183819,1.05035712472703,13.7875941734,2.62376921490262,170
48656,2674,1105910,869233,3.36,1.21194097397511,4.35146910767,1.47051351398519,5.68706853676,1.73819491973086,10.4909180962,2.35050993966521,170
48656,2673,1106038,869265,207.360019349,5.33445650647506,2.20702971445,0.791647590913008,2.87330283579,1.05546218195696,6.87094156385,1.92730115126092,169
48656,2674,1106142,869291,57.114539973,4.04505872475445,2.75736656328,1.01427608050504,4.22221755002,1.44036047581534,12.9897815442,2.56416301331246,169
48656,2673,1105782,869201,16.6602105984,2.81302327761918,2.77431758723,1.02040480244475,3.20780471024,1.16558681229091,10.2302961029,2.32535352410965,169
48656,2675,1105922,869236,17.6975966854,2.8734288498749,6.73087278266,1.90670482063603,7.65061937408,2.03478660849307,12.2911589944,2.50888022298841,170
48656,2673,1106050,869268,19.5586160684,2.97341590895426,2.65497700276,0.976435992795748,2.56933258332,0.943646169974263,9.09971956591,2.20824359611499,170
48656,382,1105794,869204,16.9692499872,2.83140288187581,1.45890838639,0.377688475512942,2.31708979015,0.840311997461563,9.69744986247,2.27186295016858,169
48656,2674,1105934,869239,3.21559902841,1.16801366332272,7.38128014985,1.99894708560888,9.27814543975,2.22766168197194,13.2986751303,2.58766441600272,170
48656,382,1106062,869271,19.0046348108,2.94468288682907,4.09435579406,1.40960938968183,4.22230441262,1.44038104834755,12.5389646193,2.52884096555198,170
48656,2674,1105806,869207,21.4024852185,3.06350704699065,2.56163796751,0.940646884945443,3.55323976138,1.2678597961525,12.498314277,2.52559377737412,169
48656,2675,1105946,869242,346.379805125,5.84753587569609,7.28460773087,1.9857635920574,8.43697505553,2.13262383862229,12.9023984386,2.5574132195585,169
48656,2674,1106074,869274,36.7081830845,3.60299970253559,4.47492091594,1.49848867915502,4.80036970983,1.56869293782899,11.8585404272,2.47304831914969,169
48656,2675,1105818,869210,4.40024324664,1.48165982272342,4.08161402292,1.40649250404239,4.82771551098,1.57437337668142,15.4267454737,2.73610272213827,170
48656,2674,1105958,869245,3.20311126519,1.16412260782886,2.09487912958,0.73949585699848,2.13595519095,0.758913942858244,9.59126032858,2.26085230138444,170
48656,2673,1106086,869277,19.8280464544,2.98709742302425,2.53686390593,0.930928635477048,3.23245562207,1.17324210289833,10.086079884,2.31115624390871,169
48656,2673,1105830,869213,1.86659383488,0.624115291283238,1.3823518077,0.323786257131859,1.96880408975,0.677426297373129,9.2575681667,2.22544139718117,170
48656,2675,1105970,869248,77.6060750023,4.35164571023709,3.01595619234,1.10391692495401,4.54517341663,1.51406588237569,13.5718028655,2.60799432172808,169
48656,2675,1106098,869280,13.5135572276,2.60369342061513,4.72457353701,1.55277730015486,5.4481568715,1.69527736276086,13.6629559043,2.61468822197063,170
48656,382,1105842,869216,25.4951065824,3.23848653502005,1.15461365472,0.143765789938874,1.89686528991,0.640202676259543,8.68022051141,2.16104693288989,169
48656,2674,1105854,869219,285.71697465,5.65500172171748,2.11965647321,0.751254034615191,3.34905722767,1.20867888165353,14.6044331004,2.6813251196396,169
48656,382,1105982,869251,6.99972688079,1.94587113126413,1.21479401282,0.194574525645866,1.75935684616,0.56494831394668,8.35694501926,2.12309293199323,169
48656,2673,1106110,869283,29.5152849112,3.38490826174449,4.1306962301,1.41844597148185,4.92345611265,1.59401074581406,12.7676065294,2.54691122329964,170
48656,2675,1105866,869222,317.9956244,5.76203762293708,7.68856437767,2.03973407918041,8.41069473358,2.12950407860867,14.208976709,2.65387392748224,170
48656,2675,1105994,869254,368.645460043,5.90983536927235,2.10304629968,0.74338691249343,2.68035312704,0.985948549663571,11.5461365472,2.44635088293292,169
48656,2675,1105878,869225,17.674310374,2.87211219399175,6.388559824,1.85450886333192,6.68471822643,1.8998240595429,12.2059570147,2.50192411246282,169
48656,2674,1106006,869257,0.705561292375,-0.348761633539478,1.68895581658,0.524110477968991,1.56228413033,0.446148936495119,9.33148088659,2.23339372537125,170
48656,382,1105890,869228,17.2211229285,2.84613670758774,2.88835804575,1.06068819040631,3.57993673275,1.27534512784025,9.23460952654,2.22295833084501,169
48656,2674,1106018,869260,342.091247431,5.83507750683019,1.56697567427,0.449147439494614,1.69755698046,0.529190147168642,8.24838584095,2.1100175255611,170
48656,2673,1106122,869286,24.4594581357,3.19701697693515,1.94229918906,0.663872420340546,2.95567267901,1.08372626590272,10.5770858013,2.35868994437693,170
48656,2674,1105762,869196,1.84467688183,0.612304130355668,0.745156729643,-0.294160707368639,1.4075182671,0.341828059348911,8.21742282412,2.10625663486261,170
48656,2674,1105902,869231,7.80931192614,2.05531685832381,4.70092702281,1.54775972816272,5.56688726385,1.71683605820595,10.2059599837,2.32297186177381,169
48656,2673,1106030,869263,122.608806246,4.80899885000899,1.20145396526,0.183532461070026,1.7592718777,0.564900017597912,9.35417730096,2.23582301368467,170
48656,382,1106134,869289,45.0723513745,3.80826900695249,1.76627063867,0.56887033997027,2.79317217278,1.02717792945265,8.76973910129,2.17130705694386,169
48656,382,1105774,869199,1.37811386932,0.320715802936557,0.494834423454,-0.703532070443133,1.15461365472,0.143765789938874,6.4328475049,1.86141728701809,170
51790,382,1148924,874038,4.94280864298,1.59793372084635,1.10042234209,0.0956940534699459,0.926671445975,-0.0761562034518856,18.0411347138,2.89265441253441,170
51790,2674,1148668,873974,1.98695372747,0.686602675663894,1.78653272652,0.580276717104472,2.19256289164,0.785071129751315,13.723819581,2.61913297866963,170
51790,2673,1148796,874006,23.1289032527,3.14108305846112,5.17558373191,1.64395213122688,5.33988797737,1.67520467473146,20.4148024981,3.01626025037255,169
51790,2674,1148808,874009,21.321492734,3.0597156125127,9.64088423322,2.26601282985369,10.4376515252,2.34541960745603,29.9186118147,3.39848075546241,169
51790,2674,1148936,874041,2.15407891212,0.767363213216349,0.959570670635,-0.0412693126406313,1.30850545996,0.26888561566564,17.7956742554,2.8789554084045,170
51790,2675,1148680,873977,1.85723632574,0.619089536384365,2.99822904604,1.09802179637518,1.58239866319,0.458941837086914,19.0720680984,2.9482248614722,170
51790,2674,1148820,874012,5.2567706468,1.65951689273264,7.29736927378,1.98751390974943,7.46135510016,2.00973704653453,20.2932460142,3.01028812202784,170
51790,2675,1148948,874044,9.52547938607,2.25397024899248,5.53262949608,1.71066319910023,10.0889126105,2.31143705952928,38.8504497702,3.65971965384317,169
51790,2675,1148692,873980,20.5491943466,3.02282173562871,2.72440088822,1.00224854640905,2.80453032611,1.03123608328272,25.5612906865,3.24107912457638,169
51790,382,1148832,874015,12.3344346441,2.51239491545708,4.96831920209,1.60308159419555,4.73542923949,1.55507237500876,16.612817332,2.81017452585843,170
51790,2675,1148960,874047,23.261243922,3.14678862468034,8.42828927758,2.13159381874873,7.67725359938,2.03826187895654,24.3669353372,3.19322710417731,170
51790,2674,1148704,873983,11.0971583781,2.40668907357122,1.95149184526,0.66859412892624,3.7468643429,1.32091931496614,25.7596923575,3.24881095852121,169
51790,382,1148844,874018,29.3157881892,3.3781262169454,4.49576322485,1.50313544769261,4.81688916948,1.57212831917911,16.8189713501,2.82250749631915,169
51790,2673,1148972,874050,24.0732291996,3.18110040148367,2.87871201191,1.05734297602922,3.48934789322,1.24971486867546,18.5807775314,2.92212758027113,169
51790,382,1249785,873986,1.35455591153,0.303473660044721,1.00734150489,0.00731468721770234,1.00734150489,0.00731468721770234,13.0566956595,2.56930107954584,170
51790,2673,1148856,874021,30.36373493,3.41324896637067,3.47307294969,1.24503977834698,3.70987337807,1.31099774613664,17.5232317007,2.86352752630051,169
51790,2674,1148984,874053,28.4989082951,3.34986578110585,2.07801292757,0.731412113817453,2.9923386157,1.0960552274051,21.5282139296,3.06936435064762,169
51790,2675,1148728,873989,2.39415915826,0.873032087072976,1.27243137459,0.240929538393003,2.22675490554,0.800545326331794,22.6254203795,3.11907406972277,170
51790,382,1148868,874024,2.55873683142,0.939513711490622,1.16827772164,0.155530631518663,0.667587269511,-0.404085156413122,13.6020906163,2.61022350271479,170
51790,382,1378916,874056,30.1676881985,3.40677142439814,1.14790078464,0.137934869632943,1.14790078464,0.137934869632943,17.0135294866,2.83400887968676,169
51790,2675,1148740,873992,2.07322324125,0.72910451759761,1.11563582489,0.109424488921426,1.54472652676,0.434846889349083,20.7250809008,3.03134460455053,170
51790,382,1148880,874027,3.34905292817,1.20867759785858,1.20145396526,0.183532461070026,2.05963536902,0.7225289618041,14.8894473552,2.70065273084259,169
51790,2673,1149008,874059,14.3157493664,2.66136028551387,4.32050518281,1.46337233588429,4.97265690852,1.60395428650605,22.2954371226,3.10438204419359,170
51790,2673,1148752,873995,26.9627217885,3.29445523749507,2.43784133711,0.891112949823213,3.77472207036,1.32832675624493,19.2668105675,2.95838395588371,169
51790,2673,1148892,874030,4.15951579593,1.42539867228959,2.45774607832,0.899244701625337,3.33551253486,1.20462635117566,15.8875728634,2.76553722271434,169
51790,2673,1149020,874062,14.4409600022,2.67006861340165,4.92158278102,1.5936301822281,4.7488956659,1.55791209962676,21.283686939,3.05794090787759,170
51790,2674,1148764,873998,3.58644588349,1.27716170752307,5.97390532686,1.78740087213905,5.97390532686,1.78740087213905,21.0314201233,3.0460175158845,170
51790,382,1148904,874033,10.3856219194,2.34042234185176,0.910747114008,-0.0934900119066097,1.82149422802,0.599657168655532,15.3585081499,2.73166959734497,169
51790,2674,1149032,874065,12.7195765162,2.54314226460619,6.98129718894,1.94323474319516,6.89718517462,1.93111338266348,25.0653802687,3.221487621903,170
51790,382,1148776,874001,11.5323410596,2.44515535439952,2.10761119288,0.745555170061989,2.02955151907,0.707814842079325,18.0708144871,2.89429817758391,170
51790,2674,1249789,874036,1.64991020803,0.500720867055944,0.896708622848,-0.109024304868742,1.2227844857,0.20113062343361,17.5265776284,2.86371845046096,170
51790,2674,1149044,874068,40.0011777059,3.68890889632801,2.30922730945,0.83691297050315,2.88653413681,1.06005652181649,20.6181009772,3.02616937818863,169
51790,2675,1148788,874004,33.4265468049,3.50935039880283,7.6003011746,2.02818787474395,8.02254012875,2.08225509601492,27.1921886469,3.30292974995801,169
51790,2675,1148800,874007,30.7370895426,3.42547005381671,8.44602784874,2.13369625377603,8.68063973343,2.16109522796446,23.4611884687,3.15534750130706,169
51790,2673,1148928,874039,5.20727524069,1.65005673252831,1.99098085672,0.688627410128754,1.57619317824,0.455012558949364,20.4905113171,3.01996191640992,170
51790,2673,1148672,873975,6.20549383833,1.82543500265003,1.56697567427,0.449147439494614,2.21537940155,0.79542367621058,20.5868183413,3.02465098463623,170
51790,382,1148812,874010,8.32199139912,2.11890157704904,3.83845855693,1.34507086854393,5.03264566353,1.61594582267924,17.8701570595,2.88313211813663,170
51790,382,1148940,874042,13.2917989091,2.58714722166139,1.12706651981,0.119618257104624,2.51422531343,0.921964729632621,16.6025568111,2.80955670826696,169
51790,2673,1148684,873978,18.7569791944,2.9315659068597,3.19625654434,1.16198029512683,3.86915265893,1.3530355318875,20.2289394451,3.0071142249463,169
51790,2675,1249788,874013,9.9292642891,2.29548638559428,11.0986383556,2.40682243012696,11.5158803991,2.44372698706731,28.2472863412,3.34099739425993,170
51790,2674,1148952,874045,12.9948624829,2.56455408572888,2.19897833707,0.787992860259889,1.40734613573,0.341705757635164,19.394988933,2.96501473028079,169
51790,2674,1148696,873981,14.2255630631,2.65504056187226,2.46935855284,0.903958421706769,2.63398245636,0.968496942843328,19.0963728086,2.94949841170939,169
51790,2675,1148836,874016,16.4726335248,2.80170042969498,12.3327963999,2.51226208788519,13.3605294332,2.59230479555686,31.1745686776,3.43960265594834,170
51790,2673,1148964,874048,12.3392240394,2.5127831347659,2.38356863128,0.868598789575864,2.29844118017,0.832231145408097,18.898294148,2.93907166127264,170
51790,2675,1148708,873984,17.90503644,2.88508203863403,3.68271003609,1.30364890400513,4.62479864997,1.53143283487508,25.4363925748,3.23618092711213,169
51790,2675,1148848,874019,39.0125554432,3.6638835287609,9.33035705668,2.23327328386761,11.5020780957,2.44252772301812,26.8649935942,3.29082408573668,169
51790,382,1148976,874051,20.1182393756,3.00162683521975,1.24436303545,0.218623780883018,1.65915071393,0.50630585333279,14.5590475148,2.67821262268913,169
