CultureID,Location,#Parzellen,Pflanzen/Parzelle,mean_Knollenmasse_kgFW,median_Knollenmasse_kgFW,cv_Knollenmasse_kgFW,mean_Staerkegehalt_g/kg,median_Staerkegehalt_g/kg,cv_Staerkegehalt_g/kg,mean_Staerkeertrag_g/plant,median_Staerkeertrag_g/plant,cv_Staerkeertrag_g/plant,mean_Staerkeertrag_kg/ha,median_Staerkeertrag_kg/ha,cv_Staerkeertrag_kg/ha
47107,5544,68,20,28.7147058824,29.0,0.223862232356,223.691176471,229.0,0.111937950743,318.827279412,313.5575,0.228294461085,12881.9102793,12668.989899,0.228294461085
47109,5541,68,16,19.6544117647,19.35,0.16487294767,191.617647059,196.5,0.125734636425,234.289430147,242.14375,0.182698895677,10412.8635621,10761.9444444,0.182698895677
47110,5546,68,20,27.7,28.2,0.185146328071,178.338235294,181.0,0.146276758441,247.97,248.325,0.246124962695,8265.66666667,8277.5,0.246124962695
47111,5540,68,16,27.7794117647,28.0,0.1907893353,201.382352941,203.5,0.124250075345,348.381433824,354.8875,0.217877991784,15483.619281,15772.7777778,0.217877991784
47112,5542,68,20,37.4367647059,37.65,0.157172338203,186.455882353,186.5,0.130539043175,347.289705882,348.755,0.177167170793,15435.0980392,15500.2222222,0.177167170793
47114,5543,68,16,20.6323529412,20.1,0.211408171162,174.058823529,178.0,0.102109055662,225.044209559,212.953125,0.24540333026,9092.69533571,8604.16666667,0.24540333026
47115,5539,68,20,28.4514705882,29.25,0.173898988205,182.514705882,184.5,0.095448873703,259.593382353,252.95,0.203341115749,11537.4836601,11242.2222222,0.203341115749
47117,5545,68,20,38.0507352941,38.25,0.163429646819,188.073529412,191.5,0.128490574349,355.412683824,352.64125,0.17475497918,14360.1084373,14248.1313131,0.17475497918
All,N/A,N/A,N/A,28.5524816176,28.6,0.28652348505,190.766544118,190.0,0.143974221347,292.101015625,281.10125,0.275677917947,12183.6806577,11778.8888889,0.300437192066
